week,period,bathroom accessories_pv,bathroom cabinets_pv,bathroom fixture parts_pv,bathroom fixtures_pv,bathroom shelves_pv,bathroom vanities and sink consoles_pv,medicine cabinets_pv,towel bars and hooks_pv,towels_pv,vanity stools and benches_pv,vanity tops and side splashes_pv,bathroom accessories_cm,bathroom cabinets_cm,bathroom fixture parts_cm,bathroom fixtures_cm,bathroom shelves_cm,bathroom vanities and sink consoles_cm,medicine cabinets_cm,towel bars and hooks_cm,towels_cm,vanity stools and benches_cm,vanity tops and side splashes_cm
2021-08-23,pre,14892.0,2301.0,58816.0,100883.0,1613.0,110923.0,8413.0,14782.0,71.0,962.0,573.0,1213.6783917157143,-23.14827430801444,597.3467829318334,9054.508458530214,156.43682763037262,17903.388864219967,348.919632244249,1026.8867575766405,0.1384989281953759,801.7472876061533,-85.953036
2021-08-30,pre,13757.0,2147.0,58327.0,98599.0,1896.0,101714.0,8086.0,14396.0,85.0,1135.0,630.0,1228.4162642064614,404.90188995709957,277.36165130135174,6080.6813178180355,52.39849861438724,16446.553641449296,-550.2317541551469,908.7160380353445,-22.508087353437297,473.355063439571,-251.72891325547732
2021-09-06,pre,12124.0,2463.0,38906.0,77856.0,1707.0,101882.0,8105.0,10781.0,70.0,1198.0,685.0,1815.7636845332163,959.5535565951932,-1572.9171881522202,4609.246742897086,121.93061772233374,19475.267050992847,621.8627774228873,702.5625036944764,31.90957712493219,355.9868588519839,-462.5798154091924
2021-09-13,pre,13121.0,2235.0,50750.0,91092.0,1633.0,95380.0,8372.0,13670.0,112.0,1277.0,626.0,1124.4364504169293,581.1848535745373,-1.263414702177517,7303.041021702653,26.00453847697279,15919.662386873191,1999.1765598999912,534.0246216787658,30.775830778157964,269.28492062241736,-322.7748337322
2021-09-20,pre,14614.0,2211.0,53549.0,94971.0,1492.0,124043.0,9086.0,13851.0,254.0,1110.0,874.0,1490.352818487325,670.2111248820647,-1254.6013328207473,8432.84478547443,95.55033227203046,18745.43831012073,1440.870494662035,405.2159670977872,31.64327387296681,609.1506655158748,-900.3022969892208
2021-09-27,pre,15302.0,2399.0,49807.0,91005.0,1516.0,129773.0,8967.0,12584.0,260.0,1242.0,766.0,1672.1535655491157,781.466144827019,-499.2132697731636,5945.5528864264525,116.41284605455598,22330.85999524576,5956.416618972961,2143.991287958584,47.88401288173254,703.891259425362,-357.9341744331573
2021-10-04,pre,14749.0,2823.0,54009.0,88791.0,1433.0,128832.0,9446.0,13046.0,102.0,1363.0,1385.0,2084.1276168854224,-100.27279092274108,-1246.6952429748692,9400.934558186387,75.8082606355015,23508.777687360845,283.97915357276116,1758.3002936349644,19.549662074671655,502.2859407847143,-1157.762968725111
2021-10-11,pre,14841.0,2636.0,50922.0,93037.0,1699.0,118025.0,9138.0,13643.0,177.0,1264.0,1303.0,1155.6412966661787,-96.57766338112795,-157.68650949853475,1857.6099802229942,10.025324270339183,24552.865714261265,3474.56061148674,1448.9986188639111,58.011115057310796,684.2549005792466,-1076.2796129496026
2021-10-18,pre,8544.0,1425.0,29643.0,52368.0,773.0,70710.0,5599.0,7880.0,296.0,599.0,700.0,1040.8722300999923,-52.26700295334962,-174.41625075250957,4384.012449055943,20.430025603929558,8964.458497220387,886.9196488829214,641.0794261691904,104.97325092020787,435.2686352857935,-869.6916409722579
2021-10-22,post,5837.0,1199.0,19745.0,32842.0,533.0,50078.0,4242.0,5025.0,71.0,489.0,504.0,488.5821903657579,500.20843445824715,-1000.3532193110839,889.3538914979034,91.598236765487,7889.029033219846,1663.4111548687906,533.9413426257142,39.51720004688114,-41.641407323000934,-316.8079588674431
2021-10-25,post,13178.0,2699.0,37916.0,66501.0,790.0,106542.0,9420.0,9812.0,219.0,1325.0,855.0,861.0816322215845,1.694679662503102,-168.57110061470587,5476.713014715037,128.8385752509641,10179.712368503577,4094.4935049982923,514.1493182651036,-8.14,417.27696206816444,-992.3588627061706
2021-11-01,post,12557.0,2728.0,38377.0,67723.0,837.0,108697.0,9793.0,9951.0,90.0,1215.0,858.0,2589.410295514846,-123.08207683227394,-1074.5397202328124,3383.763439176144,117.7832761776105,24017.818769475678,3930.4460823977665,1324.6107457364535,101.14996609188123,1109.0191045826884,-1094.003117126765
2021-11-08,post,11720.0,2733.0,33640.0,64475.0,765.0,113402.0,10847.0,8763.0,178.0,1063.0,985.0,1688.1118404371882,328.92556574205076,-2727.1184639984276,1420.675974344585,12.248619505627405,6870.566242921976,4519.334867281434,444.270938492637,-8.700000000000001,10.710147241015349,-1042.5348797634865
2021-11-15,post,10237.0,2599.0,30789.0,61646.0,720.0,98605.0,8388.0,8322.0,467.0,1145.0,977.0,1687.709540410076,-201.05369434011922,-845.4375030809875,2059.693502088664,97.94929411440886,12387.566829122465,2077.8257035028346,937.4405366238501,40.094360789609524,400.4339679369408,-764.3797063730639
2021-11-22,post,6991.0,2008.0,19019.0,43170.0,579.0,89704.0,7132.0,5284.0,426.0,1080.0,778.0,473.54229047961064,-139.83797319069382,-774.3952967635158,3436.346524201558,44.94286563146889,32495.911887666854,1636.6467526140423,206.8179020128705,163.57678488938302,425.7251622586337,-1019.5127273839953
2021-11-29,post,9733.0,2108.0,33709.0,62601.0,729.0,93555.0,7744.0,9063.0,537.0,1007.0,925.0,1310.0008430765765,264.5336938405695,-477.83573682917745,880.7604176484368,52.13377413257433,23760.0069533395,-557.3931145514077,553.4104229207189,94.10589260209203,811.4330713851664,-933.1569454992939
2021-12-06,post,4014.0,1005.0,16051.0,26926.0,269.0,41845.0,3161.0,4100.0,105.0,433.0,613.0,96.195306924889,80.08725746659422,-493.966242038384,639.4920206275884,42.562551816259145,705.2570664237853,-299.1745248954162,918.7159600637101,7.799902802192856,45.71502036271178,-437.06208101743687
