week,period,bathroom accessories_pv,bathroom cabinets_pv,bathroom fixture parts_pv,bathroom fixtures_pv,bathroom shelves_pv,bathroom vanities and sink consoles_pv,medicine cabinets_pv,towel bars and hooks_pv,towels_pv,vanity stools and benches_pv,vanity tops and side splashes_pv,bathroom accessories_gmv,bathroom cabinets_gmv,bathroom fixture parts_gmv,bathroom fixtures_gmv,bathroom shelves_gmv,bathroom vanities and sink consoles_gmv,medicine cabinets_gmv,towel bars and hooks_gmv,towels_gmv,vanity stools and benches_gmv,vanity tops and side splashes_gmv
2021-06-21,pre,13116.0,2294.0,50860.0,95205.0,1560.0,105081.0,6263.0,13359.0,229.0,844.0,471.0,12283.909999999998,6547.09,13501.42,96221.09000000001,386.0,526142.93,24874.67,3818.7799999999997,188.0,3138.0,1005.25
2021-06-28,pre,11941.0,2393.0,45684.0,87853.0,1555.0,102172.0,6115.0,11305.0,162.0,980.0,532.0,10217.039999999999,3997.0,11935.929999999998,88134.56999999998,418.0,539338.26,25464.75,11001.89,60.0,1585.0,0.0
2021-07-05,pre,12387.0,2595.0,48323.0,88212.0,1581.0,101938.0,7728.0,12508.0,294.0,1024.0,508.0,12665.249999999996,5146.21,22334.790000000005,61327.26,300.0,538464.4,28581.42,7317.2300000000005,0.0,1837.0,261.0
2021-07-12,pre,11874.0,2354.0,51418.0,90937.0,1736.0,103341.0,7738.0,12823.0,252.0,1059.0,348.0,10725.809999999998,3545.74,22415.559999999998,91233.05000000002,585.3199999999999,521601.37,34847.53,9768.93,102.0,2115.0,605.99
2021-07-19,pre,12237.0,2337.0,46299.0,90673.0,1538.0,100939.0,8015.0,13046.0,396.0,1017.0,387.0,10085.299999999997,5112.0,16337.81,86415.52,558.0,444808.29999999993,36268.0,6604.969999999999,391.99,1233.03,852.0
2021-07-26,pre,11989.0,2435.0,45980.0,85584.0,1488.0,99081.0,7644.0,11905.0,213.0,1041.0,524.0,12172.019999999999,13467.0,10664.439999999999,76299.13,287.0,516461.30999999994,38486.96,7909.99,303.49,2561.0,817.97
2021-08-02,pre,11290.0,1994.0,37575.0,74802.0,1421.0,93225.0,8318.0,10034.0,201.0,1084.0,409.0,18454.98,7592.16,25589.05,83104.55,517.98,502562.16,41748.0,6545.52,656.0,3023.0,644.0
2021-08-09,pre,12995.0,1886.0,51343.0,91350.0,1428.0,93359.0,7572.0,13339.0,69.0,926.0,356.0,18470.71,2885.9799999999996,24479.940000000002,100421.81,703.99,590289.5700000001,31832.0,10289.74,49.99,2991.0,322.0
2021-08-16,pre,13889.0,1951.0,49738.0,94690.0,1411.0,115991.0,7949.0,13747.0,74.0,980.0,290.0,20760.020000000004,2851.0,21298.450000000004,127192.99999999999,221.0,553456.72,30900.0,8018.079999999999,180.59,1081.0,630.0
2021-08-23,pre,14987.0,2249.0,58461.0,101138.0,1585.0,109698.0,8479.0,14764.0,68.0,1061.0,474.0,15319.509999999995,6800.0,27832.08,121860.06999999999,541.0,572886.87,32575.58,10718.96,51.99,2924.0,0.0
2021-08-30,pre,13880.0,2152.0,58323.0,98803.0,1843.0,100643.0,8148.0,14345.0,83.0,1191.0,500.0,15135.32,5110.99,25597.98,102995.79000000001,347.0,531826.67,34600.38,9473.630000000001,171.0,2510.0,384.99
2021-09-06,pre,12125.0,2495.0,39145.0,78402.0,1686.0,100989.0,8111.0,10807.0,66.0,1252.0,554.0,17214.96,6580.99,21783.820000000003,82172.49000000002,708.6700000000001,509885.25,40065.9,7803.349999999999,183.0,2531.38,1202.96
2021-09-13,pre,13218.0,2246.0,50875.0,91331.0,1606.0,94483.0,8602.0,13570.0,112.0,1335.0,521.0,13510.979999999998,5064.97,28019.230000000007,91966.20999999999,162.0,494895.06999999995,36123.73,6267.370000000001,354.97,1942.0,943.98
2021-09-20,pre,14758.0,2235.0,54061.0,95613.0,1549.0,123540.0,9107.0,13778.0,254.0,1118.0,715.0,16568.56,6202.08,22229.710000000003,114835.85,733.99,552382.77,55180.7,8299.97,209.0,3112.4300000000003,1720.95
2021-09-27,pre,15305.0,2406.0,49682.0,91471.0,1496.0,129028.0,8885.0,12494.0,252.0,1276.0,662.0,17619.0,7861.0,23414.17,113046.75,800.0,600766.26,55198.9,14159.009999999998,260.99,3592.38,1371.94
2021-10-04,pre,14812.0,2808.0,54534.0,89230.0,1404.0,128878.0,9309.0,12796.0,105.0,1380.0,1204.0,20511.19,4563.99,20105.47,122308.8,461.75,648365.25,35245.55,15359.009999999998,163.0,3231.87,2666.99
2021-10-11,pre,15059.0,2638.0,51262.0,93321.0,1663.0,117631.0,9154.0,13557.0,177.0,1286.0,1022.0,16481.039999999997,6865.98,23870.870000000006,96267.88000000002,227.98,716280.5900000001,49448.61,12261.369999999999,328.0,3564.0,2898.99
2021-10-18,pre,8415.0,1451.0,29811.0,52447.0,758.0,70390.0,5627.0,7821.0,294.0,606.0,466.0,11866.43,3273.0,19536.850000000002,83143.36,556.0,414067.74,32170.909999999996,8184.69,381.0,2424.38,2243.98
2021-10-18,post,5864.0,1221.0,19277.0,32935.0,524.0,49759.0,4263.0,5042.0,70.0,499.0,383.0,6287.75,4369.0,7757.0199999999995,36796.23,419.0,240502.08999999997,21168.989999999998,3951.9700000000003,212.0,238.0,1878.95
2021-10-25,post,13226.0,2739.0,37933.0,66676.0,771.0,105831.0,9462.0,9791.0,218.0,1330.0,659.0,15509.999999999996,5454.99,41820.03,104619.22,712.99,613755.79,50938.76,8882.529999999999,0.0,2814.79,1690.55
2021-11-01,post,12556.0,2750.0,38608.0,67746.0,831.0,107649.0,9760.0,9921.0,91.0,1229.0,747.0,18966.87200020776,4387.364690107497,25671.256663060143,101180.5173862694,661.1706677032766,590220.742788782,43161.16877222176,13155.13374225711,1055.0605054214245,4002.9114575012304,2312.7569025833877
2021-11-08,post,11716.0,2742.0,33921.0,64958.0,744.0,112846.0,10815.0,8762.0,177.0,1089.0,800.0,17904.345531571034,7469.216839404804,24513.966727895942,118450.48923508836,73.7035795164852,509920.3483378683,52640.26835021499,8644.576230581453,0.0,1331.4515263169296,1448.348523913175
2021-11-15,post,10322.0,2613.0,31022.0,61966.0,707.0,97930.0,8337.0,8333.0,462.0,1171.0,666.0,16254.857094432262,5543.614227031996,31338.55583726014,103385.18151402338,545.499956783005,515790.1640991912,34735.298622551345,9433.866475787765,446.3920629129269,3695.5088030460865,1154.9738386782092
